# planning/fidelity/harnesses.pairing.tsv — which build node answers which mock affordance.
#
# Four tab-separated columns:  state <TAB> affordance <TAB> node <TAB> citation
#
# This file declares ONLY the pairing. It never declares a status: present, divergent, absent and
# unclassified are computed by scripts/acceptance/mock_fidelity.py from the two artifacts on every
# run, which is what makes `present` earned by measuring rather than asserted. Deleting a line here
# does not delete a row from the ledger — the mock side is derived from the mock on every run, so an
# affordance with no line becomes `absent`, which is a finding.
#
# A citation is external and PRE-EXISTING: a file and the claim it already makes, or a measurement
# and the day it was taken. A justification composed while filling this in is motivated
# classification wearing a citation's clothes.
#
# EVERY CITATION OPENS WITH `Dn · `, naming the divergence in harnesses.layers.json this row's
# finding falls under. A row whose citation carries no number, or a number that file does not
# define, is a defect.
#
#   node = -            the affordance has no counterpart in the build
#
# THE ONE STRUCTURAL FACT that decides most of this file: the mock draws six harness cards with
# hand-written contents, and the build draws one card per row the route returned. So a mock
# affordance inside a card pairs with the SAME affordance inside the card for the same harness, and
# the two lists are the same length only because the fixture carries the same six harnesses in the
# same order — which is deliberate (HarnessFixtures.populated) rather than a coincidence to rely on.

ideal	v-ideal/heading/harnesses	harnesses.ideal/board-column/board-header/board-head/board-title
ideal	v-ideal/sentence/which-ai-tools-on-this-mac-actually-route-throug	harnesses.ideal/board-column/board-header/board-head/board-subtitle
ideal	v-ideal/button/rescan	harnesses.ideal/board-column/board-header/board-actions/rescan
ideal	v-ideal/card/cursor-cursor-mcp-json-v1-8-2-routed-over-http-1	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-cursor	D1 · planning/plans/plan-M22.md §2.2 — nothing in this product observes a harness version; HTTPCapability names the binary a probe was taken against on 2026-08-21, not the one on this machine — the mock's card carries a version line the build's does not
ideal	v-ideal/heading/cursor	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/harness-name
ideal	v-ideal/indicator/unlabelled#2	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/status-pill/status-dot
ideal	v-ideal/button/open-config#2	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-actions/open-config
ideal	v-ideal/button/verify-now#2	-	D3 · planning/fidelity/harnesses.layers.json §3 — the board reads every harness in one call, so the control it earns is the board-level Check again, which is built
ideal	v-ideal/card/grok-cli-grok-config-toml-v4-6-1-routed-through-	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI	D1 · planning/plans/plan-M22.md §2.2 — nothing in this product observes a harness version; HTTPCapability names the binary a probe was taken against on 2026-08-21, not the one on this machine — the mock's card carries a version line the build's does not
ideal	v-ideal/heading/grok-cli	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/harness-name
ideal	v-ideal/indicator/unlabelled#3	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/status-pill/status-dot
ideal	v-ideal/sentence/grok-has-no-http-mcp-transport-so-it-reaches-the	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-sentence
ideal	v-ideal/button/open-config#3	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-actions/open-config
ideal	v-ideal/button/why-a-shim	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-actions/explain-shim
ideal	v-ideal/card/codex-chatgpt-cli-codex-config-toml-v0-61-0-rout	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI	D1 · planning/plans/plan-M22.md §2.2 — nothing in this product observes a harness version; HTTPCapability names the binary a probe was taken against on 2026-08-21, not the one on this machine — the mock's card carries a version line the build's does not
ideal	v-ideal/heading/codex-chatgpt-cli	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI/harness-header/harness-name
ideal	v-ideal/indicator/unlabelled#4	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI/harness-header/status-pill/status-dot
ideal	v-ideal/sentence/four-of-those-seven-duplicate-upstreams-this-rou	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI/harness-sentence
ideal	v-ideal/button/reconcile	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI/harness-actions/reconcile	D2 · planning/specs/spec-M22.md header — M18 owns the reconcile panel; the control is drawn and disabled with its reason (DESIGN.md §3.4)
ideal	v-ideal/button/open-config#4	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-codexCLI/harness-actions/open-config
ideal	v-ideal/card/antigravity-agy-gemini-settings-json-v3-7-0-18-d	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI	D1 · planning/plans/plan-M22.md §2.2 — nothing in this product observes a harness version; HTTPCapability names the binary a probe was taken against on 2026-08-21, not the one on this machine — the mock's card carries a version line the build's does not
ideal	v-ideal/heading/antigravity-agy	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI/harness-header/harness-name
ideal	v-ideal/indicator/unlabelled#5	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI/harness-header/status-pill/status-dot
ideal	v-ideal/sentence/a-session-here-spawns-eighteen-children-at-init-	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI/harness-sentence
ideal	v-ideal/button/reconcile#2	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI/harness-actions/reconcile	D2 · planning/specs/spec-M22.md header — M18 owns the reconcile panel; the control is drawn and disabled with its reason (DESIGN.md §3.4)
ideal	v-ideal/button/open-config#5	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-geminiCLI/harness-actions/open-config
ideal	v-ideal/card/opencode-opencode-mcp-json-v0-4-9-not-wired-inst	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-opencode	D1 · planning/plans/plan-M22.md §2.2 — nothing in this product observes a harness version; HTTPCapability names the binary a probe was taken against on 2026-08-21, not the one on this machine — the mock's card carries a version line the build's does not
ideal	v-ideal/heading/opencode	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-opencode/harness-header/harness-name
ideal	v-ideal/indicator/unlabelled#6	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-opencode/harness-header/status-pill/status-dot
ideal	v-ideal/sentence/installed-speaks-streamable-http-and-has-no-mcp-	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-opencode/harness-sentence
ideal	v-ideal/button/wire-to-the-router	-	D4 · planning/specs/spec-R7.md §7 — nothing in this product writes or selects a harness configuration file, and scripts/lint/no-harness-config-writes.sh keeps the seam free of a writer
ideal	v-ideal/button/open-config#6	harnesses.ideal/board-column/harnesses-populated/harness-list/harness-card-opencode/harness-actions/open-config
ideal	v-ideal/section-header/not-found	-	D5 · planning/fidelity/harnesses.layers.json §5 — the route reports every harness in MCPClient.allCases with its own exists and unreadable, so a harness that is not installed is a row rather than a paragraph
ideal	v-ideal/card/claude-desktop-is-installed-but-cannot-be-wired-	-	D5 · planning/fidelity/harnesses.layers.json §5 — the route reports every harness in MCPClient.allCases with its own exists and unreadable, so a harness that is not installed is a row rather than a paragraph
ideal	v-ideal/sentence/claude-desktop-is-installed-but-cannot-be-wired-	-	D5 · planning/fidelity/harnesses.layers.json §5 — the route reports every harness in MCPClient.allCases with its own exists and unreadable, so a harness that is not installed is a row rather than a paragraph
empty	v-empty/icon/unlabelled	harnesses.empty/board-column/harnesses-empty/message-state/message-icon
empty	v-empty/heading/no-ai-harnesses-found	harnesses.empty/board-column/harnesses-empty/message-state/message-copy/message-title
empty	v-empty/sentence/nothing-on-this-mac-looks-like-an-agent-cli-or-e	harnesses.empty/board-column/harnesses-empty/message-state/message-copy/message-detail
empty	v-empty/button/choose-a-config-file	-	D4 · planning/specs/spec-R7.md §7 — nothing in this product writes or selects a harness configuration file, and scripts/lint/no-harness-config-writes.sh keeps the seam free of a writer
empty	v-empty/button/scan-again	harnesses.empty/board-column/board-header/board-actions/rescan
loading	v-loading/card/unlabelled	-	D10 · scripts/acceptance/mock_fidelity.py:55-58 — VOUCHED_CONTROLS refuses a mock `card` answered by a skeleton in its own words, because neither side carries a string and the comparison would read `present` off agreement between two absences. The build draws a skeleton card at the harness card's own geometry so nothing moves when the read lands (DESIGN.md §5); what cannot be established is that the two are the same control
loading	v-loading/card/unlabelled#2	-	D10 · scripts/acceptance/mock_fidelity.py:55-58 — VOUCHED_CONTROLS refuses a mock `card` answered by a skeleton in its own words, because neither side carries a string and the comparison would read `present` off agreement between two absences. The build draws a skeleton card at the harness card's own geometry so nothing moves when the read lands (DESIGN.md §5); what cannot be established is that the two are the same control
loading	+harnesses.loading/board-column/harnesses-loading/harness-skeleton	-	D10 · scripts/acceptance/mock_fidelity.py:55-58 — VOUCHED_CONTROLS refuses a mock `card` answered by a skeleton in its own words, because neither side carries a string and the comparison would read `present` off agreement between two absences. The build draws a skeleton card at the harness card's own geometry so nothing moves when the read lands (DESIGN.md §5); what cannot be established is that the two are the same control
loading	+harnesses.loading/board-column/harnesses-loading/harness-skeleton/skeleton-card-0	-	D10 · scripts/acceptance/mock_fidelity.py:55-58 — VOUCHED_CONTROLS refuses a mock `card` answered by a skeleton in its own words, because neither side carries a string and the comparison would read `present` off agreement between two absences. The build draws a skeleton card at the harness card's own geometry so nothing moves when the read lands (DESIGN.md §5); what cannot be established is that the two are the same control
loading	+harnesses.loading/board-column/harnesses-loading/harness-skeleton/skeleton-card-1	-	D10 · scripts/acceptance/mock_fidelity.py:55-58 — VOUCHED_CONTROLS refuses a mock `card` answered by a skeleton in its own words, because neither side carries a string and the comparison would read `present` off agreement between two absences. The build draws a skeleton card at the harness card's own geometry so nothing moves when the read lands (DESIGN.md §5); what cannot be established is that the two are the same control
error	v-error/banner/codex-s-configuration-would-not-parse-codex-conf	harnesses.error/board-column/harnesses-populated/unreadable-section/unreadable-card-codexCLI	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's error frame is a partial read, and MeasureDump maps (.harnesses, .error) to the partial fixture
error	v-error/icon/unlabelled	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's error frame is a partial read, and MeasureDump maps (.harnesses, .error) to the partial fixture; the build names the failure in words on the card rather than with a mark beside it
error	v-error/button/open-in-editor	harnesses.error/board-column/harnesses-populated/unreadable-section/unreadable-card-codexCLI/unreadable-open-codexCLI	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's error frame is a partial read, and MeasureDump maps (.harnesses, .error) to the partial fixture
error	v-error/callout/nothing-was-written-a-file-this-app-cannot-read-	harnesses.error/board-column/harnesses-populated/unreadable-section/unreadable-note
ideal	+harnesses.ideal/board-column/harnesses-populated/harnesses-footer	-	D8 · planning/features-to-triage/M22-harnesses-and-insights-boards.md — "a stale reading here is worse than no reading"; the route stamps readAt and the board says how old the answer is, which the mock has no counterpart for
ideal	+harnesses.ideal/board-column/harnesses-populated/harnesses-footer/read-at	-	D8 · planning/features-to-triage/M22-harnesses-and-insights-boards.md — "a stale reading here is worse than no reading"; the route stamps readAt and the board says how old the answer is, which the mock has no counterpart for
ideal	+harnesses.ideal/board-column/harnesses-populated/harnesses-footer/scope-note	-	D9 · planning/specs/spec-R7.md §3 R7-C4 — project-scoped entries are not read, and the board says so once rather than leaving a reader to assume their own project was consulted
empty	+harnesses.empty/board-column/board-header/board-head	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
empty	+harnesses.empty/board-column/board-header/board-head/board-title	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
empty	+harnesses.empty/board-column/board-header/board-head/board-subtitle	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header/board-head	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header/board-head/board-title	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header/board-head/board-subtitle	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header/board-actions	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
loading	+harnesses.loading/board-column/board-header/board-actions/rescan	-	D7 · design/mcp-router-console.html:2362-2372 — the mock draws the board head OUTSIDE every .v-* frame, so a per-state census cannot contain it; the build's header is one view that persists across states, which is what stops the title moving when data lands
empty	+harnesses.empty/board-column/board-header/board-actions/reconcile-all	-	D2 · planning/specs/spec-M22.md header — M18 owns the reconcile panel; the control is drawn and disabled with its reason (DESIGN.md §3.4)
loading	+harnesses.loading/board-column/board-header/board-actions/reconcile-all	-	D2 · planning/specs/spec-M22.md header — M18 owns the reconcile panel; the control is drawn and disabled with its reason (DESIGN.md §3.4)
error	+harnesses.error/board-column/board-header	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-head	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-head/board-title	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-head/board-subtitle	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-actions	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-actions/rescan	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/board-header/board-actions/reconcile-all	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/finding-band	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/finding-band/finding-icon	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/finding-band/finding-text	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/finding-band/finding-action	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/section-detected	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header/harness-name	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header/harness-path	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header/status-pill	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header/status-pill/status-dot	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-header/status-pill/status-label	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-sentence	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-actions	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-claudeCode/harness-actions/open-config	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/harness-name	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/harness-path	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/status-pill	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/status-pill/status-dot	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-header/status-pill/status-label	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-sentence	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-actions	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-cursor/harness-actions/open-config	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/harness-name	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/harness-path	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/status-pill	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/status-pill/status-dot	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
error	+harnesses.error/board-column/harnesses-populated/harness-list/harness-card-grokCLI/harness-header/status-pill/status-label	-	D6 · planning/fidelity/harnesses.layers.json §6 — the mock's v-error frame draws the banner and the callout only, and its own callout says the other five harnesses were read normally and are shown above; the build draws them, so every row of that list is a build node the mock's error census cannot contain
